animalJpName,picture1,picture2,picture3
ロバ,https://images.unsplash.com/photo-1569506474518-ba135df90c6d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1501619593928-bef49688c888?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1522231796108-23cbe9982a9c?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9
ワオキツネザル,https://images.unsplash.com/photo-1531338410663-88d33379ba03?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1590603217867-fc9d770b0e2c?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1541890633-a92e223f2200?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9
ルリコンゴウインコ,https://pixabay.com/get/55e6d5424b5ba814f1dc84609629357f143fd8e4574c704c7c2b79d2974ec35b_640.jpg,https://pixabay.com/get/55e1d3444e56ad14f1dc84609629357f143fd8e4574c704c7c2b79d2974ec35b_640.jpg,https://pixabay.com/get/52e1d5424e56b10ff3d8992cc62a367f1539dfe14e507440712d7dd4944bc6_640.jpg
ヨウスコウワニ,https://pixabay.com/get/54e4d0434b51b10ff3d8992cc62a367f1539dfe14e507440712d7dd49345cc_640.jpg,https://pixabay.com/get/57e6d3434f53ae14f1dc84609629357f143fd8e4574c704c7c2b79d29749cd51_640.jpg,https://pixabay.com/get/50e6dd4b4c4faa0df7c5d57cc529367e133edaf85254784d77297bd09f44_640.jpg
ヨーロッパフラミンゴ,https://images.unsplash.com/photo-1539418561314-565804e349c0?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1492201722955-33e840ece203?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1497206365907-f5e630693df0?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9
ライオン,https://images.unsplash.com/photo-1562080411-a1afc4016a64?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1567732310772-bb589efdbb03?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1516729557409-298ab938f00c?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9
ラマ,https://pixabay.com/get/5fe2d0434356b10ff3d8992cc62a367f1539dfe14e507440712d7dd4914dc3_640.jpg,https://pixabay.com/get/57e9d5434e52b10ff3d8992cc62a367f1539dfe14e507440712d7dd4914dc3_640.jpg,https://pixabay.com/get/53e2d6464e55af14f1dc84609629357f143fd8e4574c704c7c2b79d2974bc55e_640.jpg
ヨザル,https://lh3.googleusercontent.com/proxy/ibP_u007dt6M_1RqtkPl5tIJpOYiXXeVBlZQLNWcjFX13t2mpU-GDZkm2gSDgv97DZuy6XxvaU2Pp8ov79LOxbFFkWnGgKnEcmM2yXL8e_rgNdA7wt8khet21HFIaKAsbaIRtJbM5a9c_rc,https://lh3.googleusercontent.com/proxy/HNSkfmCJ155_ioD5-SpdMglTiineu_dBPRLrU-9Y6dR0Mgjn-slCBfoh7oYYPzFc2-kdfindjRdvjxcnYprscgHmQF4CCjgQAUc-7ctoqVCbmQ2xQU5DvcGa9vFLaKVgP5TTM-sO4lSu3vpXe4mHKTv2Mi7vJXFgjV3c7X-Gjvf75Q,https://encrypted-tbn0.gstatic.com/images?q=tbn%3AANd9GcS7hBd3D0wpAGmVbekCCiQOsfkkKW-PlYbHtA&usqp=CAU
ユリカモメ,https://images.unsplash.com/photo-1574105079640-5b3ebd6fb7a5?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1591598606423-781c40651bf5?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1511761884586-e0a748e2a028?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9
ユキヒョウ,https://images.unsplash.com/photo-1571070201554-735ab9b94ff7?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1546977532-4a61683ea4a0?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1587838480572-eb9824ac16b0?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9
ヤギ,https://images.unsplash.com/photo-1555753838-55c1a93b41a8?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1573578160998-4f4c7b023aec?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1567565932624-df6796fd9342?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9
ミナミイシガメ,https://images.unsplash.com/photo-1554020938-7621701e8122?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1567790834979-6df535e3715b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1582315112514-def9ba54f217?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9
ボルネオオランウータン,https://images.unsplash.com/photo-1588017113104-f6fe27909841?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1432836606614-05efc6b80bd4?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1562530372-0bbd926ad3d6?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9
ホンドフクロウ,https://pixabay.com/get/55e7d1464254ad14f1dc84609629337e173ddfe2554c704c7c2b79d2964fc159_640.jpg,https://pixabay.com/get/52e0d04a4d55ae14f1dc84609629337e173ddfe2554c704c7c2b79d2964fc159_640.jpg,https://pixabay.com/get/55e7d1464255a814f1dc84609629337e173ddfe2554c704c7c2b79d2964fc159_640.jpg
マヌルネコ,https://pixabay.com/get/54e7d04a4952b10ff3d8992cc62c377c173ed9e34e507440712d7dd59545c2_640.jpg,https://pixabay.com/get/53e7d1434953b10ff3d8992cc62c377c173ed9e34e507440712d7dd59545c2_640.jpg,https://pixabay.com/get/55e9d3404a5aad14f1dc84609629337e173ddfe2554c704c7c2b79d2964fcd5f_640.jpg
ホロホロチョウ,https://images.unsplash.com/photo-1577805488079-7c43b65d586c?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1586909049182-3f768abc63f5?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://pixabay.com/get/57e2d5474952a914f1dc84609629337e173ddfe2554c704c7c2b79d2964ec358_640.jpg
マナヅル,https://pixabay.com/get/53e3d4444955a814f1dc84609629337e173ddfe2554c704c7c2b79d29649c65c_640.jpg,https://pixabay.com/get/55e7d3414956a514f1dc84609629337e173ddfe2554c704c7c2b79d29649c35e_640.jpg,https://upload.wikimedia.org/wikipedia/commons/8/88/White-naped_Crane_at_Saijyo_Ehime2.jpg
マレーハコガメ,https://pixabay.com/get/50e5d3474f4faa0df7c5d57cc328357c1438d8f85254784d77297ad1924d_640.jpg,https://pixabay.com/get/50e5d3474e4faa0df7c5d57cc328357c1438d8f85254784d77297ad1924d_640.jpg,https://pixabay.com/photos/box-turtle-reptile-amphibian-178631/#content
ボブキャット,https://pixabay.com/get/57e6d0424352b10ff3d8992cc62c377c173ed9e34e507440712d7dd5914dcd_640.jpg,https://pixabay.com/get/55e7d2414c53ad14f1dc84609629337e173ddfe2554c704c7c2b79d2964bc550_640.jpg,https://pixabay.com/get/57e0d44a4a54a514f1dc84609629337e173ddfe2554c704c7c2b79d2964bc550_640.jpg
ベニイロフラミンゴ,https://images.unsplash.com/photo-1470836047270-6c7c229fd74b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1473146858589-525693ed17d7?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1471602671180-19fb2b491359?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9
ボリビアリスザル,https://pixabay.com/get/54e6d3424c5aa414f1dc84609629337e173ddfe2554c704c7c2b79d2964acd58_640.jpg,https://pixabay.com/get/54e6d3424c5ba914f1dc84609629337e173ddfe2554c704c7c2b79d2964acd58_640.jpg,https://images.unsplash.com/photo-1522555975300-67c8d1894a50?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9
ブラッザグエノン,https://pixabay.com/get/54e0d5444a5ba814f1dc84609629337e173ddfe2554c704c7c2b79d29645c25b_640.jpg,https://image.shutterstock.com/image-photo/de-brazzas-monkey-260nw-1323519020.jpg,https://image.shutterstock.com/image-photo/de-brazzas-monkey-on-fence-260nw-54857245.jpg
ベネットアカクビワラビー,https://images.unsplash.com/photo-1584395659355-22cad70808af?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1549305689-88e1f92631b2?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1583597194471-92d3ae2c69cd?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9
フンボルトペンギン,https://pixabay.com/get/57e1dc454356ab14f1dc84609629337e173ddfe2554c704c7c2b79d29644c259_640.jpg,https://pixabay.com/get/5ee2d14b4350b10ff3d8992cc62c377c173ed9e34e507440712d7dd59e4ac4_640.jpg,https://pixabay.com/get/55e3d3404255aa14f1dc84609629337e173ddfe2554c704c7c2b79d29644c259_640.jpg
ホッキョクグマ,https://images.unsplash.com/photo-1589648751789-c8ecb7a88bd5?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1546493619-ac19d3b4150d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1551030282-de39710fd118?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9
ビントロング,https://pixabay.com/get/57e5dd42435aab14f1dc84609629337e173ddfe2554c704c7c2b79d2954dcd5a_640.jpg,https://pixabay.com/get/53e3d1434d5ab10ff3d8992cc62c377c173ed9e34e507440712d7dd69745c7_640.jpg,https://images.unsplash.com/photo-1552727595-159151673880?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9
フタユビナマケモノ,https://images.unsplash.com/photo-1571602642271-21cb1d8531f8?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1580851168432-9fcec61cf2c1?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1509243271451-2b84555736ad?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9
フサオマキザル,https://images.unsplash.com/photo-1590324493291-747afe32ff58?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://image.shutterstock.com/image-photo/brown-capuchin-monkey-brazilian-forest-260nw-101918614.jpg,https://image.shutterstock.com/image-photo/portrait-tufted-capuchin-cebus-apella-260nw-491784709.jpg
ヒョウモンガメ,https://image.shutterstock.com/image-photo/leopard-tortoise-walking-slowly-on-260nw-275126783.jpg,https://image.shutterstock.com/image-photo/leopard-tortoise-260nw-76732675.jpg,https://image.shutterstock.com/image-photo/leopard-mountain-tortoise-stigmochelys-pardalis-260nw-181834610.jpg
ヒワコンゴウインコ,https://image.shutterstock.com/image-photo/endangered-parrot-great-green-macaw-260nw-786440446.jpg,https://image.shutterstock.com/image-photo/green-parrot-greatgreen-macaw-ara-260nw-516954958.jpg,https://image.shutterstock.com/image-photo/great-green-macaw-bali-indonesia-260nw-701953573.jpg
フクロテナガザル,https://image.shutterstock.com/image-photo/portrait-siamang-wildlife-phptography-260nw-1220749489.jpg,https://image.shutterstock.com/image-photo/siamang-face-animal-closeup-calling-260nw-1540373483.jpg,https://image.shutterstock.com/image-photo/siamang-arboreal-blackfurred-gibbon-native-260nw-1478738351.jpg
ヒツジ(コリデール),https://image.shutterstock.com/image-photo/lone-corriedale-sheep-looking-camera-260nw-467423729.jpg,https://image.shutterstock.com/image-photo/corriedale-sheep-looking-camera-field-260nw-467423756.jpg,https://image.shutterstock.com/image-photo/corriedale-sheep-dual-purpose-wool-260nw-1766357129.jpg
ニホンカモシカ,https://pixabay.com/get/55e9d2434b53ad14f1dc8460962933761437d6e14e507440712d7dd6934fcd_640.jpg,https://image.shutterstock.com/image-photo/japanese-serow-260nw-498966445.jpg,https://image.shutterstock.com/image-photo/japanese-serow-capricornis-crispus-japan-260nw-118245832.jpg
ニシムラサキエボシドリ,https://image.shutterstock.com/image-photo/violet-turaco-perched-on-tree-260nw-200433740.jpg,https://image.shutterstock.com/image-photo/portrait-colorful-violet-turaco-musophaga-260nw-104024096.jpg,https://image.shutterstock.com/image-photo/violet-turaco-known-violaceous-plantain-260nw-635284289.jpg
ニシキマゲクビガメ,https://image.shutterstock.com/image-photo/emydura-subglobosa-redbellied-shortnecked-turtle-260nw-111439568.jpg,https://image.shutterstock.com/image-photo/redbellied-shortnecked-turtle-emydura-subglobosa-260nw-396108562.jpg,https://image.shutterstock.com/image-photo/red-breasted-turtle-swimming-water-260nw-1649654173.jpg
ニッポンツキノワグマ,https://i.pinimg.com/736x/4f/34/be/4f34bea93875e356bee233445e7dc11f.jpg,https://lh3.googleusercontent.com/proxy/n-EybazxL9cZKD9CGbdQD22gdUOV2TC1LvJjgp8CfwqFOvbJ8p_mCE0z5IozxDSh8TjOgeGopWZ6oRqkUvHnZ3iHxu6F-hGix-DOrJ_HWIbiHOvb,https://lh3.googleusercontent.com/proxy/Et_UujSurl9ZaEcmemzXBGPt1q_Th0VYQHBr7RCjGQKP1qFlStyGaRrjmoCbLD-s79gwV14rzNgvVvbUF-gWd1St_9PHrc8
チベットヒグマ(ウマグマ),https://image.shutterstock.com/image-photo/tibetan-blue-bear-horse-bearthe-260nw-642207922.jpg,https://image.shutterstock.com/image-photo/facial-features-tibetan-blue-bear-260nw-642207904.jpg,https://image.shutterstock.com/image-photo/facial-features-tibetan-blue-bear-260nw-642212641.jpg
チンパンジー,https://images.unsplash.com/photo-1559629304-47a70c8c042e?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1562045540-fdb3a6251cf9?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://pixabay.com/get/55e7d5404851ac14f1dc8460962933761437d6e14e507440712d7dd69f49c0_640.jpg
ニシアフリカコガタワニ,https://pixabay.com/get/52e3d64a4853ab14f1dc8460962933761437d6e14e507440712d7dd69e4cc5_640.jpg,https://pixabay.com/get/52e3d64a4853a414f1dc8460962933761437d6e14e507440712d7dd69e4cc5_640.jpg,https://pixabay.com/get/52e3d64a4850ae14f1dc8460962933761437d6e14e507440712d7dd69e4cc5_640.jpg
チャップマンシマウマ,https://images.unsplash.com/photo-1549451742-d13f86079cdb?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1554457690-6287841b8cb1?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9,https://images.unsplash.com/photo-1557926480-de2fc4ef81cd?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE1ODB9
タンチョウ,https://pixabay.com/get/55e1d14a4951b10ff3d8992cc62c3f7f1d37daf85254784d772978d4924f_640.jpg,https://pixabay.com/get/55e6d54a4c54ab14f1dc8460962933761437d6e14e507440712d7dd79748c7_640.jpg,https://pixabay.com/get/55e1d14a4956b10ff3d8992cc62c3f7f1d37daf85254784d772978d4924f_640.jpg
スローロリス,,,
ダチョウ,,,
セキセイインコ,,,
ショウガラゴ,,,
シロテテナガザル,,,
シロフクロウ,,,
シマリス,,,
コモンリスザル,,,
シタツンガ,,,
シベリアオオヤマネコ,,,
シセンレッサーパンダ,,,
ジャガー,,,
ジャイアントパンダ,,,
コバタン,,,
コモンマーモセット,,,
オシドリ,,,
コツメカワウソ,,,
ガチョウ,,,
オジロワシ,,,
シュバシコウ,,,
オグロプレーリードッグ,,,
エミュー,,,
エゾヒグマ,,,
ウミネコ,,,
エジプトルーセットオオコウモリ,,,
ウサギ,,,
インドホシガメ,,,
インドオオコウモリ,,,
アビシニアコロブス,,,
アムールヒョウ,,,
アカハナグマ,,,
アフリカタテガミヤマアラシ,,,
アカコンゴウインコ,,,
インドクジャク(シロクジャク),,,
アムールトラ,,,
アジアゾウ,,,
アカアシガメ,,,
アカカンガルー,,,
